x,y,heading,kappa,v,d_left,d_right
18.23078,37.40445,0.09555,0.10603,7.47298,0.52500,1.65000
19.03094,37.51872,0.18796,0.10558,7.53857,0.52500,1.67500
19.80564,37.70399,0.28173,0.10604,7.47256,0.50000,1.70000
20.54689,37.95747,0.37792,0.10745,7.47256,0.47500,1.72500
21.25104,38.27781,0.47543,0.10626,7.47256,0.47500,1.70000
21.92838,38.66870,0.56696,0.09653,7.53451,0.55000,1.60000
22.59408,39.13291,0.64699,0.08750,7.70800,0.70000,1.52500
23.24697,39.66483,0.71672,0.07891,7.92320,0.90000,1.32500
23.87890,40.25236,0.77788,0.07063,8.00000,1.05000,1.17500
24.48360,40.88302,0.83169,0.06259,8.00000,1.20000,1.00000
25.05758,41.54554,0.87893,0.05477,8.00000,1.37500,0.85000
25.59911,42.22948,0.92015,0.04713,8.00000,1.45000,0.72500
26.10983,42.92786,0.95552,0.03961,8.00000,1.55000,0.62500
26.59548,43.63918,0.98493,0.03217,8.00000,1.62500,0.57500
27.06180,44.36245,1.00829,0.02479,8.00000,1.67500,0.55000
27.51356,45.09541,1.02557,0.01740,8.00000,1.67500,0.47500
27.95540,45.83570,1.03678,0.00999,8.00000,1.70000,0.47500
28.39206,46.58107,1.05002,0.02241,8.00000,1.67500,0.50000
