x,y,heading,kappa,v,d_left,d_right
40.39909,37.33639,3.14123,0.08985,8.97629,1.38994,0.82909
39.52449,37.30508,-3.07149,0.08530,9.22192,1.26802,0.95102
38.65938,37.21422,-3.00405,0.08130,9.45752,1.12171,1.04856
37.80931,37.06766,-2.93912,0.07776,9.68293,0.99979,1.21925
36.97980,36.86942,-2.87624,0.07455,9.89815,0.85347,1.34118
36.17499,36.62350,-2.81511,0.07155,10.00000,0.80471,1.41433
35.39369,36.33236,-2.75587,0.06873,10.00000,0.78032,1.38994
34.63166,35.99682,-2.69883,0.06616,10.00000,0.75594,1.46310
33.88844,35.61863,-2.64396,0.06378,10.00000,0.63401,1.56064
33.16982,35.20270,-2.59086,0.06145,10.00000,0.51209,1.65818
32.48240,34.75516,-2.53912,0.05908,10.00000,0.51209,1.70695
31.82821,34.27998,-2.48870,0.05670,10.00000,0.48770,1.70695
31.20142,33.77550,-2.44065,0.05310,10.00000,0.48770,1.70695
30.59229,33.23700,-2.39625,0.04944,10.00000,0.56085,1.65818
29.99697,32.66387,-2.35573,0.04566,10.00000,0.60962,1.56064
29.41529,32.05890,-2.31905,0.04178,10.00000,0.73155,1.46310
28.84797,31.42618,-2.28607,0.03784,10.00000,0.85347,1.36556
28.29580,30.77026,-2.25660,0.03392,10.00000,0.92663,1.29241
27.75922,30.09569,-2.23047,0.03005,10.00000,0.97540,1.21925
27.23850,29.40703,-2.20748,0.02633,10.00000,1.04856,1.17048
26.73303,28.70782,-2.18744,0.02277,10.00000,1.07294,1.12171
26.24113,28.00002,-2.17022,0.01939,10.00000,1.04856,1.09733
25.76082,27.28499,-2.15569,0.01616,10.00000,1.09733,1.09733
25.29022,26.56402,-2.14372,0.01311,10.00000,1.07294,1.12171
24.82753,25.83826,-2.13418,0.01022,10.00000,1.02417,1.14610
24.37101,25.10880,-2.12693,0.00749,10.00000,0.99979,1.17048
23.91903,24.37665,-2.12187,0.00488,10.00000,0.95102,1.21925
23.47000,23.64275,-2.11890,0.00239,10.00000,0.92663,1.29241
23.02243,22.90802,-2.11793,-0.00002,10.00000,0.85347,1.31679
22.57488,22.17334,-2.11891,-0.00237,10.00000,0.80471,1.41433
22.12592,21.43958,-2.12181,-0.00469,10.00000,0.75594,1.46310
21.67418,20.70759,-2.12659,-0.00700,10.00000,0.70717,1.48748
21.21827,19.97823,-2.13326,-0.00931,10.00000,0.63401,1.56064
20.75679,19.25232,-2.14185,-0.01166,10.00000,0.58524,1.60941
20.28829,18.53068,-2.15236,-0.01404,10.00000,0.53647,1.65818
19.81135,17.81420,-2.16484,-0.01646,10.00000,0.51209,1.68257
19.32454,17.10380,-2.17931,-0.01893,10.00000,0.48770,1.70695
18.82639,16.40045,-2.19578,-0.02141,10.00000,0.46332,1.73134
18.31542,15.70510,-2.21680,-0.03009,10.00000,0.48770,1.73134
17.78669,15.02138,-2.24488,-0.03884,10.00000,0.51209,1.68257
17.23531,14.35314,-2.28006,-0.04774,10.00000,0.53647,1.60941
16.65663,13.70469,-2.32243,-0.05684,9.73986,0.63401,1.56064
16.04627,13.08096,-2.37208,-0.06621,9.36255,0.75594,1.46310
15.39993,12.48729,-2.42911,-0.07593,8.99510,0.97540,1.31679
14.71808,11.93360,-2.49409,-0.08616,8.63964,1.14610,1.09733
14.01394,11.43910,-2.56900,-0.09687,8.30440,1.31679,0.90224
13.30872,11.02507,-2.65722,-0.10799,8.00167,1.48748,0.70717
12.60756,10.69909,-2.76104,-0.11993,7.74349,1.63380,0.56085
11.88231,10.45443,-2.87764,-0.13342,7.74349,1.73134,0.46332
11.11558,10.29588,-2.99355,-0.12421,7.74349,1.63380,0.56085
10.31826,10.22118,-3.09948,-0.11663,7.96682,1.58503,0.58524
9.50434,10.22799,3.08550,-0.11032,8.19591,1.58503,0.58524
8.68668,10.31280,2.99323,-0.10505,8.41953,1.63380,0.60962
7.87782,10.47109,2.90535,-0.10062,8.63152,1.63380,0.53647
7.08851,10.69755,2.82064,-0.09688,8.82858,1.65818,0.53647
6.32392,10.98768,2.73854,-0.09379,9.01021,1.65818,0.53647
5.58764,11.33752,2.65858,-0.09129,9.17527,1.60941,0.56085
4.88602,11.74177,2.58004,-0.08932,9.32108,1.63380,0.56085
4.22537,12.19455,2.50216,-0.08779,9.44559,1.65818,0.51209
3.60806,12.69214,2.42465,-0.08674,9.54744,1.70695,0.48770
3.03041,13.23617,2.34792,-0.08617,9.62320,1.70695,0.51209
2.48849,13.83040,2.27250,-0.08605,9.64178,1.58503,0.63401
1.98136,14.47733,2.19864,-0.08637,9.60044,1.41433,0.85347
1.50834,15.18082,2.12663,-0.08698,9.49476,1.21925,1.02417
1.07436,15.93749,2.05610,-0.08774,9.32894,1.02417,1.19487
0.69022,16.73213,1.98562,-0.08892,9.10606,0.85347,1.41433
0.36423,17.55006,1.91376,-0.09074,8.83144,0.68278,1.58503
0.09972,18.38582,1.83989,-0.09315,8.50417,0.53647,1.65818
-0.10100,19.23699,1.76367,-0.09615,8.11891,0.48770,1.73134
-0.23518,20.10059,1.68057,-0.11009,7.74602,0.48770,1.70695
-0.29255,20.97496,1.58607,-0.12499,7.38128,0.56085,1.65818
-0.26205,21.85936,1.48011,-0.14122,7.01636,0.75594,1.48748
-0.13125,22.74874,1.36228,-0.15949,6.63945,0.99979,1.26802
0.10589,23.59822,1.22646,-0.18048,6.25257,1.29241,1.02417
0.43802,24.33612,1.05836,-0.20544,5.88865,1.60941,0.73155
0.85884,24.93665,0.84481,-0.23850,5.70423,1.70695,0.48770
1.37452,25.39107,0.59287,-0.25206,5.60991,1.70695,0.51209
1.95572,25.67564,0.31656,-0.25420,5.60991,1.70695,0.48770
2.60961,25.79566,0.05474,-0.23881,5.60991,1.73134,0.48770
3.34290,25.75164,-0.14118,-0.16928,5.87302,1.65818,0.53647
4.11807,25.58128,-0.26298,-0.10511,6.40336,1.46310,0.78032
4.92775,25.32498,-0.32407,-0.04223,7.04195,1.24364,1.04856
5.75980,25.02980,-0.33270,0.02058,7.13166,0.99979,1.29241
6.56469,24.75934,-0.28966,0.08322,6.45589,0.75594,1.51187
7.32566,24.56311,-0.18661,0.14668,5.86123,0.58524,1.60941
8.07441,24.47429,-0.01817,0.21361,5.33645,0.51209,1.70695
8.79708,24.53638,0.22760,0.29136,4.96311,0.46332,1.70695
9.43515,24.78946,0.54495,0.32477,4.96311,0.46332,1.73134
9.94895,25.23462,0.85359,0.26877,4.96311,0.48770,1.73134
10.33710,25.82364,1.10595,0.23553,5.42074,0.46332,1.68257
10.58902,26.51095,1.31920,0.20703,5.81297,0.48770,1.70695
10.70348,27.24899,1.50527,0.18711,6.17563,0.48770,1.73134
10.68646,27.99572,1.67534,0.17327,6.49534,0.48770,1.70695
10.54842,28.72677,1.82784,0.14868,6.76876,0.51209,1.68257
10.30333,29.45329,1.95459,0.12719,7.11626,0.58524,1.60941
9.95898,30.18644,2.05643,0.10702,7.51038,0.73155,1.53625
9.53192,30.91486,2.13755,0.08749,7.94074,0.92663,1.34118
9.04408,31.62404,2.20137,0.06851,8.39857,1.09733,1.12171
8.51430,32.30888,2.24953,0.04992,8.87787,1.21925,1.02417
7.95725,32.97152,2.28269,0.03161,9.37343,1.26802,0.87786
7.38556,33.61707,2.30111,0.01352,9.87752,1.34118,0.82909
6.81043,34.25220,2.30487,-0.00436,10.00000,1.41433,0.80471
6.24206,34.88441,2.29394,-0.02204,9.74825,1.41433,0.78032
5.68988,35.52173,2.26821,-0.03959,9.26652,1.38994,0.78032
5.16163,36.17390,2.22763,-0.05714,8.80226,1.34118,0.87786
4.66300,36.85353,2.17255,-0.07473,8.35534,1.31679,0.90224
4.20265,37.57038,2.10342,-0.09250,7.92337,1.24364,0.99979
3.79439,38.32712,2.02018,-0.11076,7.50465,1.09733,1.09733
3.45467,39.12127,1.92200,-0.13002,7.09694,1.02417,1.19487
3.20063,39.94770,1.80753,-0.15092,6.69550,0.92663,1.26802
3.04924,40.80172,1.67547,-0.17420,6.28754,0.99979,1.19487
3.01962,41.67069,1.52337,-0.20106,5.84815,1.24364,1.07294
3.12988,42.50084,1.34027,-0.23387,5.36282,1.53625,0.78032
3.38061,43.20883,1.09967,-0.27817,5.36282,1.75572,0.51209
3.76279,43.74335,0.80455,-0.27066,5.36282,1.73134,0.48770
4.26141,44.12403,0.50820,-0.25546,5.52239,1.60941,0.56085
4.86588,44.35776,0.22588,-0.26251,5.23124,1.65818,0.51209
5.53048,44.41566,-0.06800,-0.29233,5.23124,1.70695,0.51209
6.26506,44.26248,-0.31601,-0.23488,5.23124,1.51187,0.95102
7.06351,43.91441,-0.48737,-0.18855,5.79558,1.04856,1.29241
7.82277,43.43687,-0.61920,-0.14707,6.33760,0.78032,1.46310
8.51008,42.88343,-0.72104,-0.10806,6.87796,0.60962,1.63380
9.13796,42.28094,-0.79313,-0.07007,7.43898,0.51209,1.65818
9.72301,41.65162,-0.83513,-0.03243,8.02231,0.48770,1.70695
10.28448,41.01431,-0.84645,0.00513,8.61375,0.48770,1.68257
10.84254,40.38632,-0.82639,0.04274,9.17970,0.46332,1.73134
11.41670,39.78526,-0.78253,0.06079,8.87940,0.46332,1.70695
12.01449,39.22106,-0.72262,0.07908,8.47971,0.48770,1.70695
12.64151,38.70533,-0.64590,0.09777,8.13486,0.46332,1.70695
13.30128,38.25113,-0.55306,0.11339,7.83925,0.48770,1.70695
13.99478,37.86993,-0.44465,0.13018,7.83925,0.48770,1.68257
14.72663,37.57199,-0.33155,0.12353,7.83925,0.53647,1.65818
15.49559,37.35327,-0.22497,0.11837,8.03002,0.53647,1.63380
16.29433,37.21323,-0.12383,0.11449,8.20951,0.56085,1.60941
17.11206,37.15206,-0.02666,0.11176,8.36616,0.58524,1.63380
17.93834,37.16939,0.06787,0.11006,8.48957,0.56085,1.65818
18.76201,37.26421,0.16108,0.10937,8.55261,0.51209,1.68257
19.56267,37.43332,0.25534,0.10966,8.49179,0.51209,1.68257
20.31416,37.66939,0.35398,0.11094,8.49179,0.48770,1.73134
21.00616,37.96675,0.45325,0.10134,8.49179,0.48770,1.70695
21.67173,38.33061,0.54334,0.09270,8.70713,0.56085,1.65818
22.34318,38.77427,0.62097,0.08472,8.96814,0.68278,1.51187
23.01323,39.29028,0.68834,0.07708,9.25991,0.87786,1.36556
23.66442,39.86105,0.74802,0.06971,9.57085,1.07294,1.19487
24.28631,40.47159,0.80148,0.06260,9.89454,1.19487,1.02417
24.87730,41.11358,0.84921,0.05571,10.00000,1.36556,0.82909
25.43864,41.78125,0.89147,0.04899,10.00000,1.46310,0.70717
25.97207,42.46925,0.92844,0.04241,10.00000,1.60941,0.63401
26.47978,43.17273,0.96023,0.03594,10.00000,1.63380,0.53647
26.96445,43.88744,0.98692,0.02951,10.00000,1.68257,0.51209
27.42970,44.61043,1.00846,0.02309,10.00000,1.73134,0.48770
27.88006,45.34029,1.02477,0.01664,10.00000,1.73134,0.46332
28.32001,46.07560,1.03746,0.01424,10.00000,1.73134,0.46332
28.75139,46.81611,1.05614,0.03123,9.55936,1.68257,0.48770
29.16428,47.56860,1.08873,0.04822,9.07981,1.68257,0.53647
29.54850,48.33953,1.13513,0.06529,8.61500,1.58503,0.58524
29.89391,49.13602,1.19510,0.08258,8.16449,1.51187,0.73155
30.19020,49.96645,1.26814,0.10029,7.72217,1.36556,0.90224
30.41989,50.82053,1.35537,0.11875,7.28703,1.12171,1.14610
30.56256,51.66807,1.46074,0.13836,6.86478,0.90224,1.38994
30.60384,52.48511,1.58921,0.15997,6.45820,0.63401,1.58503
30.53345,53.24820,1.74796,0.18521,6.07811,0.48770,1.68257
30.34805,53.91379,1.95304,0.21655,6.07811,0.46332,1.70695
30.02705,54.50787,2.16365,0.18666,6.07811,0.68278,1.60941
29.53732,55.11718,2.32220,0.16502,6.45749,0.95102,1.34118
28.90093,55.71329,2.44786,0.14600,6.85830,1.21925,1.09733
28.18100,56.24515,2.55606,0.12895,7.24883,1.48748,0.78032
27.41754,56.69693,2.65234,0.11355,7.62920,1.63380,0.60962
26.62780,57.07212,2.73804,0.09921,8.00725,1.70695,0.48770
25.81579,57.38086,2.81292,0.08553,8.39273,1.68257,0.51209
24.97489,57.63583,2.87952,0.08066,8.79635,1.65818,0.53647
24.10840,57.83887,2.94156,0.07615,9.16829,1.53625,0.68278
23.23171,57.98925,3.00017,0.07190,9.51102,1.43871,0.75594
22.35482,58.08853,3.05592,0.06783,9.82981,1.36556,0.85347
21.47817,58.13985,3.10875,0.06393,10.00000,1.36556,0.85347
20.59772,58.14626,-3.12482,0.06015,10.00000,1.46310,0.75594
19.71444,58.11026,-3.07838,0.05645,10.00000,1.58503,0.63401
18.84117,58.03507,-3.03447,0.05285,10.00000,1.65818,0.53647
17.98308,57.92408,-2.99287,0.04939,10.00000,1.70695,0.48770
17.12840,57.77844,-2.95415,0.04597,10.00000,1.73134,0.48770
16.27130,57.59940,-2.91745,0.04528,10.00000,1.70695,0.53647
15.41811,57.38855,-2.88144,0.04462,10.00000,1.60941,0.60962
14.57452,57.14774,-2.84586,0.04404,10.00000,1.56064,0.65840
13.74221,56.87796,-2.81062,0.04354,10.00000,1.51187,0.68278
12.92161,56.57978,-2.77567,0.04313,10.00000,1.46310,0.70717
12.11333,56.25380,-2.74094,0.04283,10.00000,1.46310,0.70717
11.31805,55.90058,-2.70637,0.04263,10.00000,1.46310,0.73155
10.53637,55.52058,-2.67186,0.04256,10.00000,1.38994,0.78032
9.76909,55.11428,-2.63733,0.04260,10.00000,1.34118,0.80471
9.01738,54.68232,-2.60267,0.04275,10.00000,1.26802,0.92663
8.28253,54.22537,-2.56777,0.04302,10.00000,1.21925,0.97540
7.56579,53.74406,-2.53255,0.04336,10.00000,1.12171,1.04856
6.86839,53.23901,-2.49691,0.04378,10.00000,1.07294,1.17048
6.19159,52.71087,-2.46081,0.04425,10.00000,0.92663,1.24364
5.53706,52.16069,-2.42416,0.04475,10.00000,0.85347,1.36556
4.90682,51.58987,-2.38689,0.04525,10.00000,0.73155,1.43871
4.30277,50.99994,-2.34896,0.04572,10.00000,0.68278,1.51187
3.72673,50.39258,-2.31032,0.04615,10.00000,0.60962,1.60941
3.18038,49.76953,-2.27093,0.04654,10.00000,0.48770,1.68257
2.66500,49.13240,-2.23079,0.04691,10.00000,0.43893,1.68257
2.18075,48.48150,-2.19081,0.04520,10.00000,0.48770,1.70695
1.72304,47.81300,-2.15225,0.04353,10.00000,0.56085,1.63380
1.28659,47.12104,-2.11556,0.04174,10.00000,0.60962,1.60941
0.86937,46.40412,-2.08095,0.03980,10.00000,0.65840,1.53625
0.47107,45.66360,-2.04849,0.03773,10.00000,0.73155,1.43871
0.09183,44.90213,-2.01817,0.03553,10.00000,0.85347,1.38994
-0.26810,44.12309,-1.98995,0.03325,10.00000,0.97540,1.24364
-0.60845,43.33043,-1.96374,0.03097,10.00000,1.12171,1.07294
-0.92943,42.52757,-1.93942,0.02875,10.00000,1.24364,0.97540
-1.23184,41.71660,-1.91689,0.02662,10.00000,1.36556,0.85347
-1.51671,40.89900,-1.89606,0.02460,10.00000,1.43871,0.75594
-1.78509,40.07608,-1.87681,0.02272,10.00000,1.51187,0.65840
-2.03804,39.24890,-1.85901,0.02101,10.00000,1.56064,0.65840
-2.27658,38.41828,-1.84252,0.01948,10.00000,1.60941,0.56085
-2.50170,37.58469,-1.82718,0.01814,10.00000,1.68257,0.51209
-2.71432,36.74847,-1.81284,0.01700,10.00000,1.68257,0.51209
-2.91519,35.90988,-1.79934,0.01607,10.00000,1.68257,0.48770
-3.10495,35.06910,-1.78651,0.01534,10.00000,1.73134,0.48770
-3.28410,34.22627,-1.77419,0.01480,10.00000,1.70695,0.46332
-3.45302,33.38146,-1.76212,0.01474,10.00000,1.68257,0.48770
-3.61174,32.53470,-1.75002,0.01486,10.00000,1.68257,0.53647
-3.76019,31.68597,-1.73776,0.01515,10.00000,1.63380,0.56085
-3.89815,30.83526,-1.72519,0.01560,10.00000,1.56064,0.63401
-4.02530,29.98255,-1.71221,0.01619,10.00000,1.48748,0.70717
-4.14123,29.12776,-1.69871,0.01689,10.00000,1.41433,0.78032
-4.24544,28.27089,-1.68460,0.01769,10.00000,1.31679,0.85347
-4.33728,27.41258,-1.66982,0.01855,10.00000,1.21925,0.97540
-4.41601,26.55407,-1.65432,0.01941,10.00000,1.14610,1.07294
-4.48094,25.69661,-1.63810,0.02020,10.00000,1.07294,1.17048
-4.53147,24.84117,-1.62123,0.02088,10.00000,0.97540,1.26802
-4.56717,23.98812,-1.60379,0.02140,10.00000,0.90224,1.31679
-4.58773,23.13691,-1.58594,0.02178,10.00000,0.82909,1.38994
-4.59293,22.28692,-1.56780,0.02200,10.00000,0.78032,1.43871
-4.58264,21.43792,-1.54953,0.02205,10.00000,0.78032,1.43871
-4.55684,20.58973,-1.53130,0.02190,10.00000,0.75594,1.46310
-4.51563,19.74208,-1.51327,0.02156,10.00000,0.75594,1.41433
-4.45920,18.89427,-1.49562,0.02104,10.00000,0.80471,1.43871
-4.38783,18.04535,-1.47851,0.02036,10.00000,0.82909,1.36556
-4.30194,17.19500,-1.46209,0.01951,10.00000,0.92663,1.29241
-4.20211,16.34360,-1.44647,0.01852,10.00000,0.97540,1.19487
-4.08910,15.49186,-1.43175,0.01741,10.00000,1.07294,1.12171
-3.96380,14.64073,-1.41799,0.01623,10.00000,1.14610,1.04856
-3.82715,13.79100,-1.40521,0.01501,10.00000,1.24364,0.95102
-3.68006,12.94291,-1.39344,0.01377,10.00000,1.29241,0.90224
-3.52344,12.09654,-1.38268,0.01254,10.00000,1.34118,0.82909
-3.35816,11.25197,-1.37290,0.01135,10.00000,1.43871,0.78032
-3.18511,10.40928,-1.36409,0.01020,10.00000,1.46310,0.75594
-3.00512,9.56847,-1.35618,0.00912,10.00000,1.46310,0.70717
-2.81893,8.72938,-1.34912,0.00810,10.00000,1.53625,0.68278
-2.62722,7.89171,-1.34287,0.00716,10.00000,1.53625,0.63401
-2.43062,7.05527,-1.33736,0.00629,10.00000,1.58503,0.58524
-2.22972,6.21994,-1.33253,0.00550,10.00000,1.58503,0.60962
-2.02508,5.38558,-1.32831,0.00478,10.00000,1.63380,0.56085
-1.81718,4.55207,-1.32466,0.00414,10.00000,1.65818,0.51209
-1.60646,3.71930,-1.32151,0.00355,10.00000,1.65818,0.53647
-1.39332,2.88716,-1.31882,0.00302,10.00000,1.68257,0.51209
-1.17813,2.05557,-1.31654,0.00254,10.00000,1.70695,0.48770
-0.96121,1.22442,-1.31465,0.00209,10.00000,1.68257,0.51209
-0.74286,0.39363,-1.31310,0.00167,10.00000,1.73134,0.46332
-0.52338,-0.43686,-1.31189,0.00127,10.00000,1.70695,0.51209
-0.30302,-1.26714,-1.31101,0.00088,10.00000,1.73134,0.48770
-0.08205,-2.09728,-1.31030,0.00086,10.00000,1.68257,0.51209
0.13951,-2.92729,-1.30960,0.00084,10.00000,1.65818,0.53647
0.36164,-3.75716,-1.30892,0.00082,10.00000,1.68257,0.51209
0.58434,-4.58691,-1.30826,0.00079,10.00000,1.65818,0.53647
0.80758,-5.41655,-1.30763,0.00076,10.00000,1.68257,0.51209
1.03134,-6.24606,-1.30702,0.00073,10.00000,1.65818,0.48770
1.25561,-7.07547,-1.30644,0.00069,10.00000,1.68257,0.53647
1.48035,-7.90478,-1.30589,0.00065,10.00000,1.68257,0.51209
1.70554,-8.73399,-1.30537,0.00061,10.00000,1.70695,0.48770
1.93115,-9.56312,-1.30489,0.00056,10.00000,1.68257,0.51209
2.15715,-10.39216,-1.30445,0.00051,10.00000,1.70695,0.48770
2.38349,-11.22108,-1.30406,0.00045,10.00000,1.65818,0.48770
2.61012,-12.04988,-1.30373,0.00037,10.00000,1.68257,0.51209
2.83699,-12.87855,-1.30347,0.00027,10.00000,1.70695,0.48770
3.06402,-13.70711,-1.30329,0.00016,10.00000,1.68257,0.48770
3.29114,-14.53558,-1.30321,0.00004,10.00000,1.68257,0.51209
3.51827,-15.36396,-1.30324,-0.00012,10.00000,1.70695,0.48770
3.74531,-16.19235,-1.30343,-0.00035,10.00000,1.68257,0.48770
3.97217,-17.02101,-1.29855,0.01225,10.00000,1.68257,0.51209
4.20748,-17.84788,-1.28338,0.02482,10.00000,1.68257,0.51209
4.45987,-18.67086,-1.25793,0.03740,9.92617,1.65818,0.51209
4.73791,-19.48758,-1.22224,0.05007,9.48540,1.58503,0.60962
5.05063,-20.29651,-1.17638,0.06288,9.05629,1.51187,0.70717
5.40734,-21.09592,-1.12055,0.07593,8.63699,1.41433,0.82909
5.81435,-21.87655,-1.05444,0.08937,8.22700,1.26802,0.99979
6.27369,-22.62190,-0.97693,0.10335,7.82695,1.07294,1.14610
6.78446,-23.31338,-0.88621,0.11808,7.43654,0.92663,1.24364
7.34435,-23.93355,-0.77996,0.13396,7.05390,0.85347,1.41433
7.95179,-24.46808,-0.65561,0.15166,6.67542,0.63401,1.58503
8.59823,-24.89790,-0.50859,0.17223,6.30381,0.51209,1.70695
9.26243,-25.19877,-0.32981,0.19754,5.96197,0.48770,1.70695
9.93812,-25.35655,-0.11735,0.22039,5.59880,0.51209,1.70695
10.63100,-25.36011,0.12491,0.25521,5.59880,0.46332,1.75572
11.34085,-25.18042,0.33887,0.18891,5.59880,0.60962,1.68257
12.06730,-24.85386,0.47984,0.12971,6.14598,0.90224,1.43871
12.80159,-24.42025,0.56338,0.07258,6.77219,1.12171,1.14610
13.53360,-23.92764,0.59867,0.01585,7.44919,1.31679,0.90224
14.24653,-23.43453,0.58860,-0.04064,7.14578,1.48748,0.78032
14.92099,-23.00151,0.52805,-0.09719,6.54600,1.60941,0.58524
15.56314,-22.66656,0.40527,-0.15521,6.06278,1.70695,0.48770
16.23420,-22.43812,0.21980,-0.21764,6.06278,1.68257,0.48770
16.96543,-22.35327,0.03213,-0.17416,6.06278,1.65818,0.56085
17.75545,-22.38922,-0.10597,-0.13581,6.51525,1.46310,0.87786
18.60844,-22.52804,-0.20185,-0.09946,7.04549,1.12171,1.19487
19.47593,-22.74131,-0.26624,-0.06388,7.62061,0.85347,1.38994
20.30291,-22.99015,-0.30400,-0.02873,8.20093,0.65840,1.56064
