x,y,heading,kappa,v,d_left,d_right
19.47593,-22.74131,-0.26624,-0.06388,6.47654,0.85347,1.38994
20.30291,-22.99015,-0.30400,-0.02873,6.93738,0.65840,1.56064
21.08698,-23.24673,-0.31352,0.00643,7.38575,0.58524,1.65818
21.86124,-23.49538,-0.29273,0.04159,7.81306,0.48770,1.68257
22.64668,-23.71681,-0.25177,0.05336,8.00000,0.48770,1.68257
23.44608,-23.90304,-0.20087,0.06528,8.00000,0.48770,1.73134
24.25646,-24.04460,-0.13978,0.07744,7.83817,0.46332,1.70695
25.07417,-24.13212,-0.06810,0.08997,7.63086,0.51209,1.70695
25.89392,-24.15628,0.01478,0.10304,7.63086,0.48770,1.68257
26.70795,-24.10797,0.10287,0.10094,7.63086,0.48770,1.70695
27.50890,-23.98955,0.19011,0.09962,7.71559,0.51209,1.68257
28.29344,-23.80287,0.27687,0.09905,7.77888,0.48770,1.70695
29.06000,-23.54878,0.36334,0.09924,7.73832,0.48770,1.68257
29.80452,-23.22832,0.44999,0.10020,7.73832,0.48770,1.65818
30.51936,-22.84384,0.53400,0.09341,7.73832,0.51209,1.68257
31.19905,-22.40374,0.61257,0.08726,7.88827,0.53647,1.63380
